CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;TP_RELAT_AUD;TP_PARECER_DECL;NUM_ITEM_PARECER_DECL;TXT_PARECER_DECL
00.000.000/0001-91;2023-12-31;1;BCO BRASIL S.A.;;Declaração dos Diretores sobre as Demonstrações Financeiras;1;Declaração dos membros do Conselho Diretor sobre as Demonstrações FinanceirasEm conformidade com o artigo 27, § 1º, inciso VI, da Resolução CVM nº 80, de 29/03/2022, declaramos que revisamos as Demonstrações Financeiras do Banco do Brasil S.A. relativas ao período findo em 31 de dezembro de 2023 e, baseados nas discussões subsequentes, concordamos que tais Demonstrações refletem adequadamente, em todos os aspectos relevantes, as posições patrimoniais e financeiras correspondentes aos períodos apresentados.Brasília (DF), 06 de fevereiro de 2024.Tarciana Paula Gomes MedeirosPresidenteAna Cristina Rosa GarciaVice-Presidência CorporativoCarla NesiVice-Presidência de Negócios de VarejoFelipe Guimarães Geissler PrinceVice-Presidência de Controles Internos e Gestão de RiscosFrancisco Augusto LassalviaVice-Presidência de Negócios de AtacadoJosé Ricardo SasseronVice-Presidência de Negócios Governo e Sustentabilidade EmpresarialLuiz Gustavo Braz LageVice-Presidência de Agronegócios e Agricultura FamiliarMarco Geovanne Tobias da SilvaVice-Presidência de Gestão Financeira e Relações com InvestidoresMarisa Reghini Ferreira MattosVice-Presidência de Negócios Digitais e Tecnologia
00.000.000/0001-91;2023-12-31;1;BCO BRASIL S.A.;;Declaração dos Diretores sobre o Relatório do Auditor Independente;1;Declaração dos membros do Conselho Diretor sobre o Relatório dos Auditores IndependentesEm conformidade com o artigo 27, §1º, inciso V, da Resolução CVM nº 80, de 29/03/2022, declaramos que, baseados em nosso conhecimento, no planejamento apresentado pelos auditores e nas discussões subsequentes sobre os trabalhos realizados, concordamos com as opiniões/conclusões expressas no relatório da Deloitte Touche Tohmatsu Auditores Independentes Ltda., não havendo qualquer discordância.Brasília (DF), 06 de fevereiro de 2024.Tarciana Paula Gomes MedeirosPresidenteAna Cristina Rosa GarciaVice-Presidência CorporativoCarla NesiVice-Presidência de Negócios de VarejoFelipe Guimarães Geissler PrinceVice-Presidência de Controles Internos e Gestão de RiscosFrancisco Augusto LassalviaVice-Presidência de Negócios de AtacadoJosé Ricardo SasseronVice-Presidência de Negócios Governo e Sustentabilidade EmpresarialLuiz Gustavo Braz LageVice-Presidência de Agronegócios e Agricultura FamiliarMarco Geovanne Tobias da SilvaVice-Presidência de Gestão Financeira e Relações com InvestidoresMarisa Reghini Ferreira MattosVice-Presidência de Negócios Digitais e Tecnologia
00.000.000/0001-91;2023-12-31;1;BCO BRASIL S.A.;;Parecer do Conselho Fiscal ou Órgão Equivalente;1;PARECER DO CONSELHO FISCALO CONSELHO FISCAL DO BANCO DO BRASIL S.A., no uso de suas atribuições legais e estatutárias, procedeu ao exame do Relatório da Administração e das Demonstrações Contábeis, incluindo a proposta de destinação do resultado relativo ao exercício social findo em 31 de dezembro de 2023, os quais foram aprovados, nesta data, pelo Conselho de Administração. Com base nos exames efetuados, nas informações e esclarecimentos recebidos no decorrer do exercício e no Relatório dos Auditores Independentes - Deloitte Touche Tohmatsu Auditores Independentes Ltda., sem modificações, expedido nesta data, o Conselho Fiscal opina que os referidos documentos estão em condições de serem encaminhados para aprovação da Assembleia Geral de Acionistas.Brasília (DF), 07 de fevereiro de 2024.Bernard AppyConselheiroFernando Florêncio CamposConselheiroGileno Gurjão BarretoConselheiroTatiana RositoConselheiraRenato da Motta Andrade NetoPresidente
00.000.000/0001-91;2023-12-31;1;BCO BRASIL S.A.;Sem Ressalva;Relatório do Auditor Independente;1;RELATÓRIO DO AUDITOR INDEPENDENTE SOBRE AS DEMONSTRAÇÕES CONTÁBEIS INDIVIDUAIS E CONSOLIDADASAo Conselho de Administração, aos Administradores e aos Acionistas do Banco do Brasil S.A.OpiniãoExaminamos as demonstrações contábeis individuais e consolidadas do Banco do Brasil S.A. e de suas controladas ("Banco do Brasil"), identificadas como BB Banco Múltiplo e BB Consolidado, respectivamente, que compreendem o balanço patrimonial em 31 de dezembro de 2023 e as respectivas demonstrações do resultado, do resultado abrangente, das mutações do patrimônio líquido e dos fluxos de caixa para o semestre e exercício findos nessa data, bem como as correspondentes notas explicativas, incluindo o resumo das principais políticas contábeis.Em nossa opinião, as demonstrações contábeis acima referidas apresentam adequadamente, em todos os aspectos relevantes, a posição patrimonial e financeira, individual e consolidada, do Banco do Brasil S.A. e de suas controladas em 31 de dezembro de 2023, o desempenho individual e consolidado de suas operações e os seus respectivos fluxos de caixa individuais e consolidados para o semestre e exercício findos nessa data, de acordo com as práticas contábeis adotadas no Brasil aplicáveis às instituições financeiras autorizadas a funcionar pelo Banco Central do Brasil - BACEN.Base para opiniãoNossa auditoria foi conduzida de acordo com as normas brasileiras e internacionais de auditoria. Nossas responsabilidades, em conformidade com tais normas, estão descritas na seção a seguir intitulada "Responsabilidades do auditor pela auditoria das demonstrações contábeis individuais e consolidadas". Somos independentes em relação ao Banco do Brasil, de acordo com os princípios éticos relevantes previstos no Código de Ética Profissional do Contador e nas normas profissionais emitidas pelo Conselho Federal de Contabilidade - CFC, e cumprimos com as demais responsabilidades éticas de acordo com essas normas. Acreditamos que a evidência de auditoria obtida é suficiente e apropriada para fundamentar nossa opinião.Principais assuntos de auditoriaPrincipais assuntos de auditoria são aqueles que, em nosso julgamento profissional, foram os mais significativos em nossa auditoria do semestre e exercício corrente. Esses assuntos foram tratados no contexto de nossa auditoria das demonstrações contábeis individuais e consolidadas como um todo e na formação de nossa opinião sobre essas demonstrações contábeis individuais e consolidadas, e, portanto, não expressamos uma opinião separada sobre esses assuntos. 1.Provisão para créditos de liquidação duvidosaA constituição da provisão para créditos de liquidação duvidosa envolve julgamento e o uso de estimativas por parte da Administração do Banco do Brasil. Conforme divulgado nas notas explicativas nº 3.g), 4.b) e 12 às demonstrações contábeis individuais e consolidadas, as operações de crédito e outros créditos com características de crédito são classificados pelo nível de risco, de acordo com o julgamento da Administração, observando os parâmetros estabelecidos pela Resolução CMN nº 2.682/99. Para tanto, o Banco do Brasil utiliza políticas internas que consideram a definição de ratings de classificação de risco de crédito para os devedores e suas respectivas operações, envolvendo níveis de inadimplência e premissas e julgamentos da Administração, com o objetivo de representar sua melhor estimativa quanto ao risco de crédito de sua carteira.A provisão para créditos de liquidação duvidosa foi considerada um principal assunto de auditoria devido à relevância no contexto das demonstrações contábeis individuais e consolidadas e ao uso de estimativas e julgamento por parte da Administração na determinação das provisões que são constituídas.Como o assunto foi conduzido em nossa auditoria?Nossos procedimentos de auditoria incluíram, entre outros: (a) entendimento do critério de provisionamento adotado pelo Banco do Brasil para as operações de crédito e outros créditos com características de crédito (b) entendimento e teste do desenho, implementação e efetividade dos controles internos relevantes sobre o processo de atribuição de "ratings" aos devedores e suas respectivas operações (c) análise dos critérios de provisionamento dessas operações e desafio das premissas utilizadas pela Administração e da aderência aos parâmetros estabelecidos pela Resolução CMN nº 2.682/99, com base em amostragem (d) análise do nível de provisionamento total das carteiras e (e) análise da adequação das divulgações efetuadas nas demonstrações contábeis individuais e consolidadas.Consideramos que os critérios e as premissas adotados pela Administração para estimar a provisão para créditos de liquidação duvidosa são aceitáveis no contexto das demonstrações contábeis individuais e consolidadas tomadas em conjunto.2.Provisões para demandas fiscais, cíveis e trabalhistasConforme divulgado nas notas explicativas nº 3.m), 4.h) e 21 às demonstrações contábeis individuais e consolidadas, o Banco do Brasil constitui provisões para demandas fiscais, cíveis e trabalhistas, decorrentes de eventos passados, com base na avaliação da Administração, suportada por seus assessores jurídicos, mensurando os montantes a serem provisionados por meio de métodos denominados "massificado" e "individualizado", dependendo do tipo e dos valores envolvidos das ações. O método "massificado" é utilizado para processos relativos às causas consideradas semelhantes e usuais, cujos valores individuais não sejam considerados relevantes, e que foi desenvolvido internamente pela Administração segundo parâmetros estatísticos. O método "individualizado" é avaliado periodicamente pelos assessores jurídicos com relação à probabilidade de perda e montantes a serem provisionados.Devido à relevância no contexto das demonstrações contábeis individuais e consolidadas e ao uso de estimativas e julgamento por parte da Administração, consideramos as provisões para demandas fiscais, cíveis e trabalhistas como uma área de foco em nossa auditoria. Como o assunto foi conduzido em nossa auditoria?Nossos procedimentos de auditoria incluíram, entre outros: (a) avaliação do desenho e implementação dos controles internos relevantes que envolvem o controle das demandas fiscais, cíveis e trabalhistas e a mensuração dos montantes provisionados (b) envolvimento de nossos especialistas para entendimento dos parâmetros estatísticos utilizados no método massificado (c) confirmação das demandas com os assessores jurídicos externos e internos (d) análise por amostragem para inspecionar a documentação dos processos judiciais provisionados pelo método individualizado e (e) análise da adequação das divulgações efetuadas nas demonstrações contábeis individuais e consolidadas de acordo com os pronunciamentos contábeis aplicáveis.Consideramos que os critérios e premissas adotados pela Administração para estimar as provisões para demandas fiscais, cíveis e trabalhistas são aceitáveis no contexto das demonstrações contábeis individuais e consolidadas tomadas em conjunto.3.Planos de benefícios a empregadosO Banco do Brasil é patrocinador de entidades de previdência privada e de saúde complementar, que asseguram a complementação de benefícios de aposentadoria e assistência médica a seus funcionários. Conforme divulgado nas notas explicativas nº 3.k), 4.g) e 29 às demonstrações contábeis individuais e consolidadas, os benefícios pós-emprego de responsabilidade do Banco do Brasil relacionados a complemento de aposentadoria e assistência médica são avaliados de acordo com os critérios estabelecidos no pronunciamento técnico CPC 33 (R1) - Benefícios a empregados, aprovado pela Resolução CMN nº 4.877/2020.A estimativa das obrigações dos planos de benefício definido envolve premissas atuariais relevantes, incluindo taxas de desconto, entre outras, as quais são sensíveis e/ou envolvem julgamento da Administração, e podem causar efeitos relevantes sobre as demonstraçõe
00.000.000/0001-91;2023-12-31;1;BCO BRASIL S.A.;Sem Ressalva;Relatório do Auditor Independente;2;s contábeis individuais e consolidadas. Diante disso, consideramos como uma área de foco em nossa auditoria.Como o assunto foi conduzido em nossa auditoria?Nossos procedimentos de auditoria incluíram, entre outros: (a) avaliação do desenho e implementação dos controles internos relevantes que envolvem a mensuração dos passivos atuariais (b) envolvimento de nossos especialistas atuários para entendimento das bases de dados utilizadas e desafio das principais premissas atuariais adotadas pelos atuários externos contratados pela Administração nos cálculos dos passivos atuariais (c) análise por amostragem da razoabilidade das bases de dados e envolvimento de nossos especialistas atuários para o recálculo das obrigações atuariais e (d) análise da adequação das divulgações efetuadas nas demonstrações contábeis individuais e consolidadas de acordo com os pronunciamentos contábeis aplicáveis.Consideramos que a metodologia de cálculo, as bases de dados e as principais premissas atuariais adotadas pela Administração, em conjunto com seus atuários externos, para estimar as obrigações dos planos de benefícios a empregados são aceitáveis no contexto das demonstrações contábeis individuais e consolidadas tomadas em conjunto. 4.Ambiente de tecnologia da informaçãoAs operações do Banco do Brasil dependem do ambiente de tecnologia e de infraestrutura capazes de suportar um elevado número de transações processadas diariamente em seus sistemas de informação legados que alimentam os seus registros contábeis. Os processos inerentes à tecnologia da informação, associados aos seus controles, podem, eventualmente, conter riscos no processamento e na geração de informações críticas, inclusive aquelas utilizadas na elaboração das demonstrações contábeis, justificando nossa consideração como área de foco em nossa auditoria devido à relevância no contexto das demonstrações contábeis individuais e consolidadas.Como o assunto foi conduzido em nossa auditoria?Com o envolvimento de nossos especialistas em auditoria de sistemas, identificamos os sistemas relevantes que suportam as principais atividades de negócio do Banco do Brasil, avaliamos o desenho e a implementação dos controles gerais do ambiente de processamento e testamos a efetividade operacional desses controles, incluindo, quando necessário, os testes de controles compensatórios relacionados à segurança da informação, ao desenvolvimento e à manutenção de sistemas relevantes e à operação do ambiente de tecnologia da informação relacionados com a infraestrutura que suporta os negócios do Banco do Brasil.Considerando os processos e controles do ambiente de tecnologia da informação, associados aos testes realizados mencionados anteriormente, julgamos que nos permitiram de forma razoável considerar as informações extraídas de determinados sistemas para definirmos a natureza, época e extensão de nossos procedimentos de auditoria no contexto das demonstrações contábeis individuais e consolidadas tomadas em conjunto.Outros assuntosDemonstrações do valor adicionadoAs demonstrações individuais e consolidadas do valor adicionado ("DVA"), referentes ao semestre e exercício findos em 31 de dezembro de 2023, elaboradas sob a responsabilidade da Administração do Banco do Brasil, cuja apresentação é requerida pela legislação societária brasileira para companhias abertas e apresentadas como informação suplementar pelas práticas contábeis adotadas no Brasil aplicáveis às instituições autorizadas a funcionar pelo BACEN, foram submetidas a procedimentos de auditoria executados em conjunto com a auditoria das demonstrações contábeis individuais e consolidadas do Banco do Brasil. Para a formação de nossa opinião, avaliamos se essas demonstrações estão conciliadas com as demonstrações contábeis e os registros contábeis, conforme aplicável, e se a sua forma e o seu conteúdo estão de acordo com os critérios definidos no pronunciamento técnico CPC 09 - Demonstração do Valor Adicionado. Em nossa opinião, essas demonstrações do valor adicionado foram adequadamente elaboradas, em todos os aspectos relevantes, segundo os critérios definidos nesse pronunciamento técnico e são consistentes em relação às demonstrações contábeis individuais e consolidadas tomadas em conjunto.Outras informações que acompanham as demonstrações contábeis individuais e consolidadas e o relatório do auditorA Administração do Banco do Brasil é responsável por essas outras informações que compreendem o Relatório da Administração.Nossa opinião sobre as demonstrações contábeis individuais e consolidadas não abrange o Relatório da Administração, e não expressamos qualquer forma de conclusão de auditoria sobre esse relatório. Em conexão com a auditoria das demonstrações contábeis individuais e consolidadas, nossa responsabilidade é a de ler o Relatório da Administração e, ao fazê-lo, considerar se esse relatório está, de forma relevante, inconsistente com as demonstrações contábeis ou com nosso conhecimento obtido na auditoria ou, de outra forma, aparenta estar distorcido de forma relevante. Se, com base no trabalho realizado, concluirmos que há distorção relevante no Relatório da Administração, somos requeridos a comunicar esse fato. Não temos nada a relatar a esse respeito.Responsabilidades da Administração e da governança pelas demonstrações contábeis individuais e consolidadasA Administração é responsável pela elaboração e adequada apresentação das demonstrações contábeis individuais e consolidadas de acordo com as práticas contábeis adotadas no Brasil aplicáveis às instituições financeiras autorizadas a funcionar pelo BACEN e pelos controles internos que ela determinou como necessários para permitir a elaboração de demonstrações contábeis livres de distorção relevante, independentemente se causada por fraude ou erro.Na elaboração das demonstrações contábeis individuais e consolidadas, a Administração é responsável pela avaliação da capacidade de o Banco do Brasil continuar operando e divulgando, quando aplicável, os assuntos relacionados com a sua continuidade operacional e o uso dessa base contábil na elaboração das demonstrações contábeis, a não ser que a Administração pretenda liquidar o Banco do Brasil ou cessar suas operações, ou não tenha nenhuma alternativa realista para evitar o encerramento das operações.Os responsáveis pela governança do Banco do Brasil são aqueles com responsabilidade pela supervisão do processo de elaboração das demonstrações contábeis.Responsabilidades do auditor pela auditoria das demonstrações contábeis individuais e consolidadasNossos objetivos são obter segurança razoável de que as demonstrações contábeis individuais e consolidadas, tomadas em conjunto, estão livres de distorção relevante, independentemente se causada por fraude ou erro, e emitir relatório de auditoria contendo nossa opinião. Segurança razoável é um alto nível de segurança, mas não uma garantia de que a auditoria realizada de acordo com as normas brasileiras e internacionais de auditoria sempre detecta as eventuais distorções relevantes existentes. As distorções podem ser decorrentes de fraude ou erro e são consideradas relevantes quando, individualmente ou em conjunto, possam influenciar, dentro de uma perspectiva razoável, as decisões econômicas dos usuários tomadas com base nas referidas demonstrações contábeis.Como parte de uma auditoria realizada de acordo com as normas brasileiras e internacionais de auditoria, exercemos julgamento profissional e mantemos ceticismo profissional ao longo da auditoria. Além disso:Identificamos e avaliamos os riscos de distorção relevante nas demonstrações contábeis individuais e consolidadas, independentemente se causada por fraude ou erro, planejamos e executamos procedimentos de auditoria em resposta a tais riscos, bem como obtemos evidência de auditoria apropriada e suficiente para fundamentar nossa opinião. O risco de não detecção de distorção relevante resultante de fraude é maior d
00.000.000/0001-91;2023-12-31;1;BCO BRASIL S.A.;Sem Ressalva;Relatório do Auditor Independente;3;o que o proveniente de erro, já que a fraude pode envolver o ato de burlar os controles internos, conluio, falsificação, omissão ou representações falsas intencionais.Obtemos entendimento dos controles internos relevantes para a auditoria para planejarmos procedimentos de auditoria apropriados às circunstâncias, mas não com o objetivo de expressarmos opinião sobre a eficácia dos controles internos do Banco do Brasil.Avaliamos a adequação das políticas contábeis utilizadas e a razoabilidade das estimativas contábeis e respectivas divulgações feitas pela Administração. Concluímos sobre a adequação do uso, pela Administração, da base contábil de continuidade operacional e, com base nas evidências de auditoria obtidas, se existe incerteza relevante em relação a eventos ou condições que possam levantar dúvida significativa em relação à capacidade de continuidade operacional do Banco do Brasil. Se concluirmos que existe incerteza relevante, devemos chamar a atenção em nosso relatório de auditoria para as respectivas divulgações nas demonstrações contábeis individuais e consolidadas ou incluir modificação em nossa opinião, se as divulgações forem inadequadas. Nossas conclusões estão fundamentadas nas evidências de auditoria obtidas até a data de nosso relatório. Todavia, eventos ou condições futuras podem levar o Banco do Brasil a não mais se manter em continuidade operacional.Avaliamos a apresentação geral, a estrutura e o conteúdo das demonstrações contábeis, inclusive as divulgações e se as demonstrações contábeis individuais e consolidadas representam as correspondentes transações e os eventos de maneira compatível com o objetivo de apresentação adequada.Obtemos evidência de auditoria apropriada e suficiente referente às informações financeiras das entidades ou atividades de negócio do Grupo para expressar uma opinião sobre as demonstrações contábeis. Somos responsáveis pela direção, pela supervisão e pelo desempenho da auditoria do Grupo e, consequentemente, pela opinião de auditoria.Comunicamo-nos com os responsáveis pela governança a respeito, entre outros aspectos, do alcance planejado, da época da auditoria e das constatações significativas de auditoria, inclusive as eventuais deficiências significativas nos controles internos que eventualmente tenham sido identificadas durante nossos trabalhos.Fornecemos também aos responsáveis pela governança declaração de que cumprimos com as exigências éticas relevantes, incluindo os requisitos aplicáveis de independência, e comunicamos todos os eventuais relacionamentos ou assuntos que poderiam afetar, consideravelmente, nossa independência, incluindo, quando aplicável, as respectivas salvaguardas.Dos assuntos que foram objeto de comunicação com os responsáveis pela governança, determinamos aqueles que foram considerados como mais significativos na auditoria das demonstrações contábeis do semestre e exercício corrente e que, dessa maneira, constituem os principais assuntos de auditoria. Descrevemos esses assuntos em nosso relatório de auditoria, a menos que lei ou regulamento tenha proibido divulgação pública do assunto, ou quando, em circunstâncias extremamente raras, determinarmos que o assunto não deve ser comunicado em nosso relatório porque as consequências adversas de tal comunicação podem, dentro de uma perspectiva razoável, superar os benefícios da comunicação para o interesse público.Brasília, 7 de fevereiro de 2024DELOITTE TOUCHE TOHMATSUAuditores Independentes Ltda.CRC nº 2 SP 011609/O-8 "F" DFLuiz Carlos Oseliero FilhoContadorCRC nº 1 SP 234751/O-6===========================================================================================================================RELATÓRIO DO AUDITOR INDEPENDENTE SOBRE AS DEMONSTRAÇÕES CONTÁBEIS CONSOLIDADASAo Conselho de Administração, aos Administradores e aos Acionistas do Banco do Brasil S.A.OpiniãoExaminamos as demonstrações contábeis consolidadas do Banco do Brasil S.A. ("Banco do Brasil"), que compreendem o balanço patrimonial consolidado em 31 de dezembro de 2023 e as respectivas demonstrações consolidadas do resultado, do resultado abrangente, das mutações do patrimônio líquido e dos fluxos de caixa para o exercício findo nessa data, bem como as correspondentes notas explicativas, incluindo o resumo das principais políticas contábeis.Em nossa opinião, as demonstrações contábeis consolidadas acima referidas apresentam adequadamente, em todos os aspectos relevantes, a posição patrimonial e financeira consolidada do Banco do Brasil S.A. em 31 de dezembro de 2023, o desempenho consolidado de suas operações e os seus fluxos de caixa consolidados para o exercício findo nessa data, de acordo com as normas internacionais de relatório financeiro ("International Financial Reporting Standards - IFRS"), emitidas pelo "International Accounting Standards Board - IASB".Base para opiniãoNossa auditoria foi conduzida de acordo com as normas brasileiras e internacionais de auditoria. Nossas responsabilidades, em conformidade com tais normas, estão descritas na seção a seguir intitulada "Responsabilidades do auditor pela auditoria das demonstrações contábeis consolidadas". Somos independentes em relação ao Banco do Brasil e a suas controladas, de acordo com os princípios éticos relevantes previstos no Código de Ética Profissional do Contador e nas normas profissionais emitidas pelo Conselho Federal de Contabilidade - CFC, e cumprimos com as demais responsabilidades éticas de acordo com essas normas. Acreditamos que a evidência de auditoria obtida é suficiente e apropriada para fundamentar nossa opinião.Principais assuntos de auditoriaPrincipais assuntos de auditoria são aqueles que, em nosso julgamento profissional, foram os mais significativos em nossa auditoria do exercício corrente. Esses assuntos foram tratados no contexto de nossa auditoria das demonstrações contábeis consolidadas como um todo e na formação de nossa opinião sobre essas demonstrações contábeis consolidadas, e, portanto, não expressamos uma opinião separada sobre esses assuntos.1.Provisão para perdas esperadas em empréstimos a clientes O reconhecimento da provisão para perdas esperadas em empréstimos a clientes envolve julgamento e o uso de estimativas por parte da Administração do Banco do Brasil. Conforme divulgado nas notas explicativas nº 3.h) e 20 às demonstrações contábeis consolidadas, o Banco do Brasil desenvolveu modelos internos para estimativa da provisão para perdas esperadas em empréstimos a clientes, de acordo com os requerimentos da IFRS 9, visando gerar a expectativa das perdas em empréstimos a clientes ao longo de um horizonte de tempo, englobando a avaliação dos parâmetros de PD (Probability of Default), LGD (Loss Given Default) e EAD (Exposure at Default). Portanto, o Banco do Brasil utiliza modelos internos para considerar os dados históricos disponíveis e pondera possíveis cenários de perdas, considerando estimativas forward-looking, e envolvendo premissas e julgamentos da Administração, como também uma avaliação individual de clientes específicos, com o objetivo de representar a melhor estimativa do risco de perdas esperadas de sua carteira de crédito. A provisão para perdas esperadas em empréstimos a clientes foi considerada um principal assunto de auditoria devido à relevância no contexto das demonstrações contábeis consolidadas e ao uso de estimativas e julgamento por parte da Administração na determinação das provisões que são constituídas.Como o assunto foi conduzido em nossa auditoria?Nossos procedimentos de auditoria incluíram, entre outros: (a) entendimento do critério de provisionamento adotado pelo Banco do Brasil para as operações de crédito e outros créditos com características de crédito, com envolvimento de nossos especialistas, com o objetivo de avaliar a aderência aos requerimentos da IFRS 9 (b) entendimento e teste do desenho, implementação e efetividade dos controles internos relevantes sobre
00.000.000/0001-91;2023-12-31;1;BCO BRASIL S.A.;Sem Ressalva;Relatório do Auditor Independente;4;o processo de mensuração da estimativa da provisão para perdas esperadas em empréstimos a clientes (c) revisão e desafio dos modelos e base de dados utilizados pela Administração para a mensuração das perdas esperadas, incluindo a alocação da carteira de crédito nos estágios requeridos pela IFRS 9, com base em amostragem, com envolvimento dos nossos especialistas (d) revisão e desafio da razoabilidade das premissas utilizadas pela Administração na avaliação individual da perda esperada de certos clientes, com base em amostragem (e) análise do nível de provisionamento de perdas das operações de crédito e (f) análise da adequação das divulgações efetuadas nas demonstrações contábeis consolidadas.Consideramos que os critérios e premissas adotados pela Administração para estimar a provisão com perdas esperadas em empréstimos a clientes são aceitáveis no contexto das demonstrações contábeis consolidadas tomadas em conjunto.2.Provisões para demandas fiscais, cíveis e trabalhistasConforme divulgado nas notas explicativas nº 3.o) e 29 às demonstrações contábeis consolidadas, o Banco do Brasil constitui provisões para demandas fiscais, cíveis e trabalhistas, decorrentes de eventos passados, com base na avaliação da Administração, suportada por seus assessores jurídicos, mensurando os montantes a serem provisionados por meio de métodos denominados "massificado" e "individualizado", dependendo do tipo e dos valores envolvidos das ações. O método "massificado" é utilizado para processos relativos às causas consideradas semelhantes e usuais, cujos valores individuais não sejam considerados relevantes, e que foi desenvolvido internamente pela Administração segundo parâmetros estatísticos. O método "individualizado" é avaliado periodicamente pelos assessores jurídicos com relação à probabilidade de perda e montantes a serem provisionados. Devido à relevância no contexto das demonstrações contábeis consolidadas e ao uso de estimativas e julgamento por parte da Administração, consideramos as provisões para demandas fiscais, cíveis e trabalhistas como uma área de foco em nossa auditoria.Como o assunto foi conduzido em nossa auditoria?Nossos procedimentos de auditoria incluíram, entre outros: (a) avaliação do desenho e implementação dos controles internos relevantes que envolvem o controle das demandas fiscais, cíveis e trabalhistas e a mensuração dos montantes provisionados (b) envolvimento de nossos especialistas para entendimento dos parâmetros estatísticos utilizados no método massificado (c) confirmação das demandas com os assessores jurídicos externos e internos (d) análise por amostragem para inspecionar a documentação dos processos judiciais provisionados pelo método individualizado e (e) análise da adequação das divulgações efetuadas nas demonstrações contábeis consolidadas de acordo com os pronunciamentos contábeis aplicáveis.Consideramos que os critérios e premissas adotados pela Administração para estimar as provisões para demandas fiscais, cíveis e trabalhistas são aceitáveis no contexto das demonstrações contábeis consolidadas tomadas em conjunto.3.Planos de benefícios a empregadosO Banco do Brasil é patrocinador de entidades de previdência privada e de saúde complementar, que asseguram a complementação de benefícios de aposentadoria e assistência médica a seus funcionários. Conforme divulgado nas notas explicativas nº 3.n) e 38 às demonstrações contábeis consolidadas, os benefícios pós-emprego de responsabilidade do Banco do Brasil relacionados ao complemento de aposentadoria e assistência médica são avaliados de acordo com os critérios estabelecidos na IAS 19 - "Employee Benefits". A estimativa das obrigações dos planos de benefício definido envolve premissas atuariais relevantes, incluindo taxas de desconto, entre outras, as quais são sensíveis e/ou envolvem julgamento da Administração, e podem causar efeitos relevantes sobre as demonstrações contábeis consolidadas. Diante disso, consideramos como uma área de foco em nossa auditoria.Como o assunto foi conduzido em nossa auditoria?Nossos procedimentos de auditoria incluíram, entre outros: (a) avaliação do desenho e implementação dos controles internos relevantes que envolvem a mensuração dos passivos atuariais (b) envolvimento de nossos especialistas atuários para entendimento das bases de dados utilizadas e desafio das principais premissas atuariais adotadas pelos atuários externos contratados pela Administração nos cálculos dos passivos atuariais (c) análise por amostragem da razoabilidade das bases de dados e envolvimento de nossos especialistas atuários para o recálculo das obrigações atuariais e (d) análise da adequação das divulgações efetuadas nas demonstrações contábeis consolidadas de acordo com os pronunciamentos contábeis aplicáveis.Consideramos que a metodologia de cálculo, as bases de dados e as principais premissas atuariais adotadas pela Administração, em conjunto com seus atuários externos, para estimar as obrigações dos planos de benefícios a empregados são aceitáveis no contexto das demonstrações contábeis consolidadas tomadas em conjunto.4.Ambiente de tecnologia da informaçãoAs operações do Banco do Brasil dependem do ambiente de tecnologia e de infraestrutura capazes de suportar um elevado número de transações processadas diariamente em seus sistemas de informação legados que alimentam os seus registros contábeis. Os processos inerentes à tecnologia da informação, associados aos seus controles, podem, eventualmente, conter riscos no processamento e na geração de informações críticas, inclusive aquelas utilizadas na elaboração das demonstrações contábeis, justificando nossa consideração como área de foco em nossa auditoria devido à relevância no contexto das demonstrações contábeis consolidadas.Como o assunto foi conduzido em nossa auditoria?Com o envolvimento de nossos especialistas em auditoria de sistemas, identificamos os sistemas relevantes que suportam as principais atividades de negócio do Banco do Brasil, avaliamos o desenho e a implementação dos controles gerais do ambiente de processamento e testamos a efetividade operacional desses controles, incluindo, quando necessário, os testes de controles compensatórios relacionados à segurança da informação, ao desenvolvimento e à manutenção de sistemas relevantes e à operação do ambiente de tecnologia da informação relacionados com a infraestrutura que suporta os negócios do Banco do Brasil.Considerando os processos e controles do ambiente de tecnologia da informação, associados aos testes realizados mencionados anteriormente, julgamos que nos permitiram de forma razoável considerar as informações extraídas de determinados sistemas para definirmos a natureza, época e extensão de nossos procedimentos de auditoria no contexto das demonstrações contábeis consolidadas tomadas em conjunto.Outros assuntosDemonstração do valor adicionado A demonstração consolidada do valor adicionado ("DVA"), referente ao exercício findo em 31 de dezembro de 2023, elaborada sob a responsabilidade da Administração do Banco do Brasil, cuja apresentação não é requerida pelas normas internacionais de relatório financeiro ("International Financial Reporting Standards - IFRS"), emitidas pelo "International Accounting Standards Board - IASB" , foi submetida a procedimentos de auditoria executados em conjunto com a auditoria das demonstrações contábeis consolidadas do Banco do Brasil. Para a formação de nossa opinião, avaliamos se essa demonstração está conciliada com as demonstrações contábeis e os registros contábeis, conforme aplicável, e se a sua forma e o seu conteúdo estão de acordo com os critérios definidos no pronunciamento técnico CPC 09 - Demonstração do Valor Adicionado. Em nossa opinião, essa demonstração do valor adicionado foi adequadamente elaborada, em todos os aspectos relevantes, segundo os critérios definidos nesse pronunciamento técnico e está consistente em relação às demonstrações co
